99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,802,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,,,,,,,,,,,,,,,,99,99
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
